filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
blast_predictions.tsv	molecular_function	0.020	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.030	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.040	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.050	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.060	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.070	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.080	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.090	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.100	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.110	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.120	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.130	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.140	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.150	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.160	925.000	2.523	98.323	0.978	0.034	0.613	0.998	98.323	0.978	0.065	98.327	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.170	925.000	2.523	98.321	0.978	0.034	0.613	0.998	98.321	0.978	0.065	98.326	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.180	925.000	2.523	98.311	0.978	0.034	0.613	0.998	98.311	0.978	0.065	98.316	0.025	0.721	0.048
blast_predictions.tsv	molecular_function	0.190	925.000	2.520	98.239	0.982	0.034	0.612	0.998	98.239	0.982	0.065	98.244	0.025	0.720	0.048
blast_predictions.tsv	molecular_function	0.200	925.000	2.517	97.967	0.985	0.034	0.610	0.998	97.967	0.985	0.065	97.972	0.025	0.719	0.048
blast_predictions.tsv	molecular_function	0.210	925.000	2.513	97.471	0.988	0.034	0.609	0.998	97.471	0.988	0.065	97.476	0.025	0.718	0.049
blast_predictions.tsv	molecular_function	0.220	925.000	2.507	96.442	0.995	0.035	0.608	0.998	96.442	0.995	0.065	96.447	0.025	0.716	0.049
blast_predictions.tsv	molecular_function	0.230	925.000	2.495	94.627	1.006	0.035	0.605	0.998	94.627	1.006	0.066	94.632	0.026	0.713	0.050
blast_predictions.tsv	molecular_function	0.240	924.000	2.461	91.737	1.041	0.036	0.597	0.997	91.737	1.041	0.069	91.743	0.026	0.703	0.050
blast_predictions.tsv	molecular_function	0.250	923.000	2.442	88.327	1.059	0.038	0.591	0.996	88.327	1.059	0.071	88.333	0.027	0.697	0.052
blast_predictions.tsv	molecular_function	0.260	920.000	2.384	83.397	1.118	0.039	0.575	0.992	83.397	1.118	0.073	83.404	0.028	0.681	0.053
blast_predictions.tsv	molecular_function	0.270	920.000	2.331	78.128	1.170	0.041	0.560	0.992	78.128	1.170	0.076	78.137	0.029	0.666	0.056
blast_predictions.tsv	molecular_function	0.280	918.000	2.282	72.649	1.220	0.043	0.544	0.990	72.649	1.220	0.079	72.660	0.030	0.652	0.058
blast_predictions.tsv	molecular_function	0.290	916.000	2.216	66.792	1.286	0.045	0.526	0.988	66.792	1.286	0.084	66.804	0.032	0.633	0.061
blast_predictions.tsv	molecular_function	0.300	910.000	2.162	61.712	1.340	0.047	0.510	0.982	61.712	1.340	0.087	61.727	0.034	0.617	0.064
blast_predictions.tsv	molecular_function	0.310	901.000	2.083	55.690	1.419	0.052	0.491	0.972	55.690	1.419	0.095	55.708	0.036	0.595	0.068
blast_predictions.tsv	molecular_function	0.320	897.000	2.036	50.635	1.466	0.056	0.477	0.968	50.635	1.466	0.100	50.657	0.039	0.581	0.072
blast_predictions.tsv	molecular_function	0.330	890.000	1.973	45.899	1.529	0.060	0.461	0.960	45.899	1.529	0.107	45.924	0.041	0.563	0.077
blast_predictions.tsv	molecular_function	0.340	882.000	1.908	41.633	1.593	0.065	0.445	0.951	41.633	1.593	0.113	41.664	0.044	0.545	0.081
blast_predictions.tsv	molecular_function	0.350	868.000	1.859	37.100	1.643	0.072	0.432	0.936	37.100	1.643	0.123	37.137	0.048	0.531	0.088
blast_predictions.tsv	molecular_function	0.360	853.000	1.790	33.479	1.712	0.077	0.414	0.920	33.479	1.712	0.129	33.523	0.051	0.511	0.092
blast_predictions.tsv	molecular_function	0.370	838.000	1.730	30.213	1.771	0.080	0.398	0.904	30.213	1.771	0.133	30.264	0.054	0.494	0.098
blast_predictions.tsv	molecular_function	0.380	823.000	1.660	27.230	1.841	0.084	0.381	0.888	27.230	1.841	0.138	27.292	0.057	0.474	0.103
blast_predictions.tsv	molecular_function	0.390	799.000	1.608	24.465	1.893	0.091	0.367	0.862	24.465	1.893	0.146	24.538	0.062	0.459	0.109
blast_predictions.tsv	molecular_function	0.400	781.000	1.551	22.172	1.950	0.102	0.354	0.843	22.172	1.950	0.159	22.257	0.065	0.443	0.114
blast_predictions.tsv	molecular_function	0.410	758.000	1.478	19.427	2.024	0.108	0.337	0.818	19.427	2.024	0.164	19.532	0.071	0.422	0.121
blast_predictions.tsv	molecular_function	0.420	736.000	1.429	17.673	2.072	0.114	0.327	0.794	17.673	2.072	0.169	17.794	0.075	0.408	0.126
blast_predictions.tsv	molecular_function	0.430	705.000	1.374	15.732	2.127	0.122	0.316	0.761	15.732	2.127	0.176	15.876	0.080	0.392	0.133
blast_predictions.tsv	molecular_function	0.440	682.000	1.316	14.507	2.186	0.125	0.299	0.736	14.507	2.186	0.176	14.671	0.083	0.376	0.136
blast_predictions.tsv	molecular_function	0.450	664.000	1.271	13.121	2.231	0.128	0.286	0.716	13.121	2.231	0.177	13.309	0.088	0.363	0.142
blast_predictions.tsv	molecular_function	0.460	636.000	1.187	11.908	2.315	0.129	0.268	0.686	11.908	2.315	0.175	12.131	0.091	0.339	0.143
blast_predictions.tsv	molecular_function	0.470	616.000	1.133	10.857	2.369	0.135	0.257	0.665	10.857	2.369	0.177	11.112	0.094	0.323	0.146
blast_predictions.tsv	molecular_function	0.480	589.000	1.079	9.970	2.423	0.140	0.245	0.635	9.970	2.423	0.178	10.260	0.098	0.308	0.148
blast_predictions.tsv	molecular_function	0.490	569.000	1.017	9.164	2.484	0.145	0.230	0.614	9.164	2.484	0.178	9.495	0.100	0.291	0.149
blast_predictions.tsv	molecular_function	0.500	563.000	0.989	8.761	2.512	0.149	0.224	0.607	8.761	2.512	0.179	9.114	0.101	0.283	0.149
blast_predictions.tsv	molecular_function	0.510	529.000	0.960	7.869	2.542	0.159	0.214	0.571	7.869	2.542	0.183	8.270	0.109	0.274	0.156
blast_predictions.tsv	molecular_function	0.520	507.000	0.888	7.299	2.614	0.163	0.204	0.547	7.299	2.614	0.181	7.753	0.108	0.254	0.152
blast_predictions.tsv	molecular_function	0.530	490.000	0.851	6.766	2.650	0.171	0.198	0.529	6.766	2.650	0.183	7.267	0.112	0.243	0.153
blast_predictions.tsv	molecular_function	0.540	467.000	0.803	6.420	2.699	0.168	0.186	0.504	6.420	2.699	0.177	6.964	0.111	0.229	0.150
blast_predictions.tsv	molecular_function	0.550	454.000	0.765	6.106	2.737	0.174	0.178	0.490	6.106	2.737	0.176	6.691	0.111	0.218	0.147
blast_predictions.tsv	molecular_function	0.560	437.000	0.729	5.741	2.772	0.179	0.166	0.471	5.741	2.772	0.172	6.375	0.113	0.208	0.146
blast_predictions.tsv	molecular_function	0.570	423.000	0.706	5.442	2.796	0.187	0.162	0.456	5.442	2.796	0.174	6.119	0.115	0.201	0.146
blast_predictions.tsv	molecular_function	0.580	413.000	0.663	5.181	2.838	0.188	0.152	0.446	5.181	2.838	0.168	5.908	0.114	0.189	0.142
blast_predictions.tsv	molecular_function	0.590	404.000	0.648	4.975	2.853	0.190	0.150	0.436	4.975	2.853	0.168	5.735	0.115	0.185	0.142
blast_predictions.tsv	molecular_function	0.600	392.000	0.625	4.782	2.877	0.185	0.144	0.423	4.782	2.877	0.162	5.581	0.116	0.178	0.140
blast_predictions.tsv	molecular_function	0.610	378.000	0.614	4.622	2.888	0.189	0.140	0.408	4.622	2.888	0.161	5.450	0.117	0.175	0.140
blast_predictions.tsv	molecular_function	0.620	359.000	0.572	4.426	2.930	0.188	0.135	0.387	4.426	2.930	0.157	5.308	0.114	0.163	0.135
blast_predictions.tsv	molecular_function	0.630	350.000	0.556	4.280	2.946	0.189	0.132	0.378	4.280	2.946	0.155	5.196	0.115	0.159	0.133
blast_predictions.tsv	molecular_function	0.640	334.000	0.524	4.143	2.977	0.181	0.126	0.360	4.143	2.977	0.149	5.102	0.112	0.150	0.128
blast_predictions.tsv	molecular_function	0.650	326.000	0.504	4.016	2.998	0.180	0.123	0.352	4.016	2.998	0.146	5.012	0.111	0.144	0.126
blast_predictions.tsv	molecular_function	0.660	317.000	0.472	3.850	3.029	0.179	0.117	0.342	3.850	3.029	0.141	4.899	0.109	0.135	0.121
blast_predictions.tsv	molecular_function	0.670	305.000	0.442	3.644	3.059	0.177	0.110	0.329	3.644	3.059	0.136	4.758	0.108	0.126	0.117
blast_predictions.tsv	molecular_function	0.680	302.000	0.423	3.520	3.079	0.177	0.109	0.326	3.520	3.079	0.135	4.676	0.107	0.121	0.114
blast_predictions.tsv	molecular_function	0.690	294.000	0.389	3.368	3.112	0.175	0.105	0.317	3.368	3.112	0.131	4.586	0.104	0.111	0.107
blast_predictions.tsv	molecular_function	0.700	289.000	0.372	3.197	3.129	0.177	0.102	0.312	3.197	3.129	0.129	4.474	0.104	0.106	0.105
blast_predictions.tsv	molecular_function	0.710	279.000	0.352	2.946	3.150	0.173	0.097	0.301	2.946	3.150	0.124	4.313	0.107	0.100	0.103
blast_predictions.tsv	molecular_function	0.720	269.000	0.344	2.770	3.157	0.178	0.093	0.290	2.770	3.157	0.122	4.200	0.110	0.098	0.104
blast_predictions.tsv	molecular_function	0.730	262.000	0.333	2.676	3.168	0.184	0.089	0.283	2.676	3.168	0.120	4.147	0.111	0.095	0.102
blast_predictions.tsv	molecular_function	0.740	254.000	0.327	2.543	3.175	0.187	0.087	0.274	2.543	3.175	0.119	4.067	0.114	0.093	0.103
blast_predictions.tsv	molecular_function	0.750	245.000	0.317	2.393	3.184	0.189	0.083	0.264	2.393	3.184	0.115	3.983	0.117	0.091	0.102
blast_predictions.tsv	molecular_function	0.760	235.000	0.313	2.197	3.189	0.198	0.081	0.254	2.197	3.189	0.115	3.873	0.125	0.089	0.104
blast_predictions.tsv	molecular_function	0.770	228.000	0.300	2.042	3.202	0.202	0.077	0.246	2.042	3.202	0.112	3.798	0.128	0.086	0.103
blast_predictions.tsv	molecular_function	0.780	219.000	0.297	1.957	3.205	0.208	0.076	0.236	1.957	3.205	0.111	3.755	0.132	0.085	0.103
blast_predictions.tsv	molecular_function	0.790	210.000	0.280	1.869	3.221	0.205	0.073	0.227	1.869	3.221	0.108	3.724	0.130	0.080	0.099
blast_predictions.tsv	molecular_function	0.800	205.000	0.272	1.790	3.230	0.215	0.073	0.221	1.790	3.230	0.109	3.692	0.132	0.078	0.098
