EntryID	term	aspect
A0A1D8PDP8	GO:0019637	P
A0A1D8PDP8	GO:0006793	P
A0A1D8PDP8	GO:0051716	P
A0A1D8PDP8	GO:0009259	P
A0A1D8PDP8	GO:1901135	P
A0A1D8PDP8	GO:0009142	P
A0A1D8PDP8	GO:0072521	P
A0A1D8PDP8	GO:0009987	P
A0A1D8PDP8	GO:0006753	P
A0A1D8PDP8	GO:0009205	P
A0A1D8PDP8	GO:0009058	P
A0A1D8PDP8	GO:0009201	P
A0A1D8PDP8	GO:0008152	P
A0A1D8PDP8	GO:0141124	P
A0A1D8PDP8	GO:0006139	P
A0A1D8PDP8	GO:0046034	P
A0A1D8PDP8	GO:0050794	P
A0A1D8PDP8	GO:0006754	P
A0A1D8PDP8	GO:0050789	P
A0A1D8PDP8	GO:0009260	P
A0A1D8PDP8	GO:1901137	P
A0A1D8PDP8	GO:0044281	P
A0A1D8PDP8	GO:0007154	P
A0A1D8PDP8	GO:0046390	P
A0A1D8PDP8	GO:0034654	P
A0A1D8PDP8	GO:0050896	P
A0A1D8PDP8	GO:0009165	P
A0A1D8PDP8	GO:0009141	P
A0A1D8PDP8	GO:0044238	P
A0A1D8PDP8	GO:1901293	P
A0A1D8PDP8	GO:0007165	P
A0A1D8PDP8	GO:0072522	P
A0A1D8PDP8	GO:0009117	P
A0A1D8PDP8	GO:0090407	P
A0A1D8PDP8	GO:0006796	P
A0A1D8PDP8	GO:0006164	P
A0A1D8PEY9	GO:0022627	C
A0A1D8PEY9	GO:0110165	C
A0A1D8PEY9	GO:0043232	C
A0A1D8PEY9	GO:0015935	C
A0A1D8PEY9	GO:1990904	C
A0A1D8PEY9	GO:0005829	C
A0A1D8PEY9	GO:0005840	C
A0A1D8PEY9	GO:0043229	C
A0A1D8PEY9	GO:0005575	C
A0A1D8PEY9	GO:0022626	C
A0A1D8PEY9	GO:0043228	C
A0A1D8PEY9	GO:0005737	C
A0A1D8PEY9	GO:0043226	C
A0A1D8PEY9	GO:0005622	C
A0A1D8PEY9	GO:0032991	C
A0A1D8PEY9	GO:0044391	C
A0A1D8PEY9	GO:0003674	F
A0A1D8PEY9	GO:0005198	F
A0A1D8PEY9	GO:0003735	F
A0A1D8PEY9	GO:0008150	P
A0A1D8PEY9	GO:0044238	P
A0A1D8PEY9	GO:0010467	P
A0A1D8PEY9	GO:0009987	P
A0A1D8PEY9	GO:0009059	P
A0A1D8PEY9	GO:0009058	P
A0A1D8PEY9	GO:0002181	P
A0A1D8PEY9	GO:0008152	P
A0A1D8PEY9	GO:0019538	P
A0A1D8PEY9	GO:0043170	P
A0A1D8PEY9	GO:0006412	P
A0A1P8BH59	GO:0005516	F
A0A1P8BH59	GO:0003674	F
A0A1P8BH59	GO:0005515	F
A0A1P8BH59	GO:0005488	F
A0A1W2P7I0	GO:0065007	P
A0A1W2P7I0	GO:0009892	P
A0A1W2P7I0	GO:0010468	P
A0A1W2P7I0	GO:0050794	P
A0A1W2P7I0	GO:0010558	P
A0A1W2P7I0	GO:0010629	P
A0A1W2P7I0	GO:0050789	P
A0A1W2P7I0	GO:0019222	P
A0A1W2P7I0	GO:0008150	P
A0A1W2P7I0	GO:0060255	P
A0A1W2P7I0	GO:0010556	P
A0A1W2P7I0	GO:0010605	P
A0A1W2P7I0	GO:0048523	P
A0A1W2P7I0	GO:0009889	P
A0A1W2P7I0	GO:0009890	P
A0A1W2P7I0	GO:0048519	P
A0A286ZK88	GO:0008150	P
A0A286ZK88	GO:0051641	P
A0A286ZK88	GO:0071840	P
A0A286ZK88	GO:0030473	P
A0A286ZK88	GO:0022402	P
A0A286ZK88	GO:0072384	P
A0A286ZK88	GO:0007049	P
A0A286ZK88	GO:0016043	P
A0A286ZK88	GO:0006810	P
A0A286ZK88	GO:0006996	P
A0A286ZK88	GO:0051179	P
A0A286ZK88	GO:0061982	P
A0A286ZK88	GO:0007127	P
A0A286ZK88	GO:0046907	P
A0A286ZK88	GO:0009987	P
A0A286ZK88	GO:0010970	P
A0A286ZK88	GO:0051649	P
A0A286ZK88	GO:0030705	P
A0A286ZK88	GO:0007097	P
A0A286ZK88	GO:1903046	P
A0A286ZK88	GO:0051656	P
A0A286ZK88	GO:0048285	P
A0A286ZK88	GO:0051234	P
A0A286ZK88	GO:0051640	P
A0A286ZK88	GO:0099111	P
A0A286ZK88	GO:0140013	P
A0A286ZK88	GO:0051647	P
A0A286ZK88	GO:0051321	P
A0A286ZK88	GO:0030989	P
A0A286ZK88	GO:0019953	P
A0A286ZK88	GO:0000280	P
A0A286ZK88	GO:0007018	P
A0A286ZK88	GO:0022414	P
A0A286ZK88	GO:0007017	P
A0A287B8J2	GO:0008150	P
A0A287B8J2	GO:0051641	P
A0A287B8J2	GO:0071840	P
A0A287B8J2	GO:0030473	P
A0A287B8J2	GO:0022402	P
A0A287B8J2	GO:0072384	P
A0A287B8J2	GO:0007049	P
A0A287B8J2	GO:0016043	P
A0A287B8J2	GO:0006810	P
A0A287B8J2	GO:0006996	P
A0A287B8J2	GO:0051179	P
A0A287B8J2	GO:0061982	P
A0A287B8J2	GO:0007127	P
A0A287B8J2	GO:0046907	P
A0A287B8J2	GO:0009987	P
A0A287B8J2	GO:0010970	P
A0A287B8J2	GO:0051649	P
A0A287B8J2	GO:0030705	P
A0A287B8J2	GO:0007097	P
A0A287B8J2	GO:1903046	P
A0A287B8J2	GO:0051656	P
A0A287B8J2	GO:0048285	P
A0A287B8J2	GO:0051234	P
A0A287B8J2	GO:0051640	P
A0A287B8J2	GO:0099111	P
A0A287B8J2	GO:0140013	P
A0A287B8J2	GO:0051647	P
A0A287B8J2	GO:0051321	P
A0A287B8J2	GO:0030989	P
A0A287B8J2	GO:0019953	P
A0A287B8J2	GO:0000280	P
A0A287B8J2	GO:0007018	P
A0A287B8J2	GO:0022414	P
A0A287B8J2	GO:0007017	P
A0A2R8QF68	GO:0050951	P
A0A2R8QF68	GO:0050877	P
A0A2R8QF68	GO:0008150	P
A0A2R8QF68	GO:0032501	P
A0A2R8QF68	GO:0007600	P
A0A2R8QF68	GO:0009582	P
A0A2R8QF68	GO:0009605	P
A0A2R8QF68	GO:0051606	P
A0A2R8QF68	GO:0050961	P
A0A2R8QF68	GO:0120169	P
A0A2R8QF68	GO:0050960	P
A0A2R8QF68	GO:0009628	P
A0A2R8QF68	GO:0016048	P
A0A2R8QF68	GO:0062035	P
A0A2R8QF68	GO:0009266	P
A0A2R8QF68	GO:0050955	P
A0A2R8QF68	GO:0009409	P
A0A2R8QF68	GO:0050906	P
A0A2R8QF68	GO:0009581	P
A0A2R8QF68	GO:0050896	P
A0A2R8QF68	GO:0003008	P
A0A2R8QF68	GO:0006950	P
A0A2R8Y4L2	GO:0031981	C
A0A2R8Y4L2	GO:0043231	C
A0A2R8Y4L2	GO:0110165	C
A0A2R8Y4L2	GO:0043229	C
A0A2R8Y4L2	GO:0043233	C
A0A2R8Y4L2	GO:0005575	C
A0A2R8Y4L2	GO:0070013	C
A0A2R8Y4L2	GO:0043226	C
A0A2R8Y4L2	GO:0005654	C
A0A2R8Y4L2	GO:0005634	C
A0A2R8Y4L2	GO:0043227	C
A0A2R8Y4L2	GO:0005622	C
A0A2R8Y4L2	GO:0031974	C
A0A3F2YLV2	GO:0046872	F
A0A3F2YLV2	GO:0003674	F
A0A3F2YLV2	GO:0005488	F
A0A3F2YLV2	GO:0042803	F
A0A3F2YLV2	GO:0043167	F
A0A3F2YLV2	GO:0036094	F
A0A3F2YLV2	GO:0046983	F
A0A3F2YLV2	GO:0005515	F
A0A3F2YLV2	GO:0042802	F
A0A3F2YLV2	GO:0005509	F
A0A3F2YLV2	GO:0043169	F
A0A3F2YLV2	GO:0090075	P
A0A3F2YLV2	GO:0003008	P
A0A3F2YLV2	GO:0008150	P
A0A3F2YLV2	GO:0032501	P
A0A3F2YLV2	GO:0003012	P
A0A4V8H040	GO:0043436	P
A0A4V8H040	GO:0019700	P
A0A4V8H040	GO:0008150	P
A0A4V8H040	GO:0009987	P
A0A4V8H040	GO:0009056	P
A0A4V8H040	GO:0044281	P
A0A4V8H040	GO:0008152	P
A0A4V8H040	GO:0019634	P
A0A4V8H040	GO:0006082	P
A0A4V8H040	GO:0006793	P
A0A4V8H042	GO:0043436	P
A0A4V8H042	GO:0019700	P
A0A4V8H042	GO:0008150	P
A0A4V8H042	GO:0009987	P
A0A4V8H042	GO:0009056	P
A0A4V8H042	GO:0044281	P
A0A4V8H042	GO:0008152	P
A0A4V8H042	GO:0019634	P
A0A4V8H042	GO:0006082	P
A0A4V8H042	GO:0006793	P
A0A4X1TB62	GO:0008150	P
A0A4X1TB62	GO:0051641	P
A0A4X1TB62	GO:0071840	P
A0A4X1TB62	GO:0030473	P
A0A4X1TB62	GO:0022402	P
A0A4X1TB62	GO:0072384	P
A0A4X1TB62	GO:0007049	P
A0A4X1TB62	GO:0016043	P
A0A4X1TB62	GO:0006810	P
A0A4X1TB62	GO:0006996	P
A0A4X1TB62	GO:0051179	P
A0A4X1TB62	GO:0061982	P
A0A4X1TB62	GO:0007127	P
A0A4X1TB62	GO:0046907	P
A0A4X1TB62	GO:0009987	P
A0A4X1TB62	GO:0010970	P
A0A4X1TB62	GO:0051649	P
A0A4X1TB62	GO:0030705	P
A0A4X1TB62	GO:0007097	P
A0A4X1TB62	GO:1903046	P
A0A4X1TB62	GO:0051656	P
A0A4X1TB62	GO:0048285	P
A0A4X1TB62	GO:0051234	P
A0A4X1TB62	GO:0051640	P
A0A4X1TB62	GO:0099111	P
A0A4X1TB62	GO:0140013	P
A0A4X1TB62	GO:0051647	P
A0A4X1TB62	GO:0051321	P
A0A4X1TB62	GO:0030989	P
A0A4X1TB62	GO:0019953	P
A0A4X1TB62	GO:0000280	P
A0A4X1TB62	GO:0007018	P
A0A4X1TB62	GO:0022414	P
A0A4X1TB62	GO:0007017	P
A0A5G2QD80	GO:0008150	P
A0A5G2QD80	GO:0051641	P
A0A5G2QD80	GO:0071840	P
A0A5G2QD80	GO:0030473	P
A0A5G2QD80	GO:0022402	P
A0A5G2QD80	GO:0072384	P
A0A5G2QD80	GO:0007049	P
A0A5G2QD80	GO:0016043	P
A0A5G2QD80	GO:0006810	P
A0A5G2QD80	GO:0006996	P
A0A5G2QD80	GO:0051179	P
A0A5G2QD80	GO:0061982	P
A0A5G2QD80	GO:0007127	P
A0A5G2QD80	GO:0046907	P
A0A5G2QD80	GO:0009987	P
A0A5G2QD80	GO:0010970	P
A0A5G2QD80	GO:0051649	P
A0A5G2QD80	GO:0030705	P
A0A5G2QD80	GO:0007097	P
A0A5G2QD80	GO:1903046	P
A0A5G2QD80	GO:0051656	P
A0A5G2QD80	GO:0048285	P
A0A5G2QD80	GO:0051234	P
A0A5G2QD80	GO:0051640	P
A0A5G2QD80	GO:0099111	P
A0A5G2QD80	GO:0140013	P
A0A5G2QD80	GO:0051647	P
A0A5G2QD80	GO:0051321	P
A0A5G2QD80	GO:0030989	P
A0A5G2QD80	GO:0019953	P
A0A5G2QD80	GO:0000280	P
A0A5G2QD80	GO:0007018	P
A0A5G2QD80	GO:0022414	P
A0A5G2QD80	GO:0007017	P
A0A6I8MX38	GO:0043231	C
A0A6I8MX38	GO:0110165	C
A0A6I8MX38	GO:0043229	C
A0A6I8MX38	GO:0005575	C
A0A6I8MX38	GO:0043226	C
A0A6I8MX38	GO:0005737	C
A0A6I8MX38	GO:0005634	C
A0A6I8MX38	GO:0043227	C
A0A6I8MX38	GO:0005622	C
A0A6I8MX38	GO:0003677	F
A0A6I8MX38	GO:0003674	F
A0A6I8MX38	GO:0000976	F
A0A6I8MX38	GO:0005488	F
A0A6I8MX38	GO:0001067	F
A0A6I8MX38	GO:0003676	F
A0A6I8MX38	GO:0043565	F
A0A6I8MX38	GO:1990837	F
A0A6I8MX38	GO:0005515	F
A0A6I8MX38	GO:0000987	F
A0A6I8MX38	GO:0003690	F
A0A6I8MX38	GO:0065007	P
A0A6I8MX38	GO:0008150	P
A0A6I8MX38	GO:0032501	P
A0A6I8MX38	GO:0009891	P
A0A6I8MX38	GO:0071840	P
A0A6I8MX38	GO:0048856	P
A0A6I8MX38	GO:0048522	P
A0A6I8MX38	GO:0010628	P
A0A6I8MX38	GO:0007276	P
A0A6I8MX38	GO:0016043	P
A0A6I8MX38	GO:0006996	P
A0A6I8MX38	GO:0022008	P
A0A6I8MX38	GO:0003006	P
A0A6I8MX38	GO:0010468	P
A0A6I8MX38	GO:0048468	P
A0A6I8MX38	GO:0009987	P
A0A6I8MX38	GO:0042461	P
A0A6I8MX38	GO:0010557	P
A0A6I8MX38	GO:0060255	P
A0A6I8MX38	GO:0048699	P
A0A6I8MX38	GO:0030182	P
A0A6I8MX38	GO:0007283	P
A0A6I8MX38	GO:0050794	P
A0A6I8MX38	GO:0050789	P
A0A6I8MX38	GO:0019222	P
A0A6I8MX38	GO:0048666	P
A0A6I8MX38	GO:0048609	P
A0A6I8MX38	GO:0032502	P
A0A6I8MX38	GO:0009893	P
A0A6I8MX38	GO:0009889	P
A0A6I8MX38	GO:0048869	P
A0A6I8MX38	GO:0046530	P
A0A6I8MX38	GO:0007005	P
A0A6I8MX38	GO:0048731	P
A0A6I8MX38	GO:0048518	P
A0A6I8MX38	GO:0019953	P
A0A6I8MX38	GO:0048232	P
A0A6I8MX38	GO:0030154	P
A0A6I8MX38	GO:0022414	P
A0A6I8MX38	GO:0010556	P
A0A6I8MX38	GO:0007275	P
A0A6I8MX38	GO:0010604	P
A0A6I8MX38	GO:0007399	P
A0A7J6KDB0	GO:0005615	C
A0A7J6KDB0	GO:0110165	C
A0A7J6KDB0	GO:0005576	C
A0A7J6KDB0	GO:0005575	C
A0A7J6KDB0	GO:0046812	F
A0A7J6KDB0	GO:0003674	F
A0A7J6KDB0	GO:0005488	F
A0A7J6KDB0	GO:0044650	P
A0A7J6KDB0	GO:0008150	P
A0A7J6KDB0	GO:0044419	P
A0A7J6KDB0	GO:0044406	P
A0A7J6KDB0	GO:0044403	P
A0A7J6KDB0	GO:0051701	P
A0A7M4EAX1	GO:0046872	F
A0A7M4EAX1	GO:0003674	F
A0A7M4EAX1	GO:0005488	F
A0A7M4EAX1	GO:0043167	F
A0A7M4EAX1	GO:0036094	F
A0A7M4EAX1	GO:0005509	F
A0A7M4EAX1	GO:0043169	F
A0A7M4EAX1	GO:0090075	P
A0A7M4EAX1	GO:0003008	P
A0A7M4EAX1	GO:0008150	P
A0A7M4EAX1	GO:0032501	P
A0A7M4EAX1	GO:0003012	P
A0A8U0WQF3	GO:0043233	C
A0A8U0WQF3	GO:0043226	C
A0A8U0WQF3	GO:0005737	C
A0A8U0WQF3	GO:0031981	C
A0A8U0WQF3	GO:0005575	C
A0A8U0WQF3	GO:0070013	C
A0A8U0WQF3	GO:0005634	C
A0A8U0WQF3	GO:0005694	C
A0A8U0WQF3	GO:0043231	C
A0A8U0WQF3	GO:0110165	C
A0A8U0WQF3	GO:0043228	C
A0A8U0WQF3	GO:0005576	C
A0A8U0WQF3	GO:0031982	C
A0A8U0WQF3	GO:0031410	C
A0A8U0WQF3	GO:0031974	C
A0A8U0WQF3	GO:0030139	C
A0A8U0WQF3	GO:0045335	C
A0A8U0WQF3	GO:0043232	C
A0A8U0WQF3	GO:0043229	C
A0A8U0WQF3	GO:0043227	C
A0A8U0WQF3	GO:0005615	C
A0A8U0WQF3	GO:0005730	C
A0A8U0WQF3	GO:0005622	C
A0A8U0WQF3	GO:0097708	C
A0A8U0WQF3	GO:0003674	F
A0A8U0WQF3	GO:0045735	F
A0A8U1C2Y4	GO:0043231	C
A0A8U1C2Y4	GO:0110165	C
A0A8U1C2Y4	GO:0043229	C
A0A8U1C2Y4	GO:0005575	C
A0A8U1C2Y4	GO:0043226	C
A0A8U1C2Y4	GO:0005737	C
A0A8U1C2Y4	GO:0005634	C
A0A8U1C2Y4	GO:0043227	C
A0A8U1C2Y4	GO:0005615	C
A0A8U1C2Y4	GO:0005576	C
A0A8U1C2Y4	GO:0031982	C
A0A8U1C2Y4	GO:0005622	C
A0A8U1C2Y4	GO:0031410	C
A0A8U1C2Y4	GO:0030139	C
A0A8U1C2Y4	GO:0097708	C
A0PFK5	GO:0008150	P
A0PFK5	GO:0051641	P
A0PFK5	GO:0071840	P
A0PFK5	GO:0030473	P
A0PFK5	GO:0022402	P
A0PFK5	GO:0072384	P
A0PFK5	GO:0007049	P
A0PFK5	GO:0016043	P
A0PFK5	GO:0006810	P
A0PFK5	GO:0006996	P
A0PFK5	GO:0051179	P
A0PFK5	GO:0061982	P
A0PFK5	GO:0007127	P
A0PFK5	GO:0046907	P
A0PFK5	GO:0009987	P
A0PFK5	GO:0010970	P
A0PFK5	GO:0051649	P
A0PFK5	GO:0030705	P
A0PFK5	GO:0007097	P
A0PFK5	GO:1903046	P
A0PFK5	GO:0051656	P
A0PFK5	GO:0048285	P
A0PFK5	GO:0051234	P
A0PFK5	GO:0051640	P
A0PFK5	GO:0099111	P
A0PFK5	GO:0140013	P
A0PFK5	GO:0051647	P
A0PFK5	GO:0051321	P
A0PFK5	GO:0030989	P
A0PFK5	GO:0019953	P
A0PFK5	GO:0000280	P
A0PFK5	GO:0007018	P
A0PFK5	GO:0022414	P
A0PFK5	GO:0007017	P
A0PFK7	GO:0008150	P
A0PFK7	GO:0051641	P
A0PFK7	GO:0071840	P
A0PFK7	GO:0030473	P
A0PFK7	GO:0022402	P
A0PFK7	GO:0072384	P
A0PFK7	GO:0007049	P
A0PFK7	GO:0016043	P
A0PFK7	GO:0006810	P
A0PFK7	GO:0006996	P
A0PFK7	GO:0051179	P
A0PFK7	GO:0061982	P
A0PFK7	GO:0007127	P
A0PFK7	GO:0046907	P
A0PFK7	GO:0009987	P
A0PFK7	GO:0010970	P
A0PFK7	GO:0051649	P
A0PFK7	GO:0030705	P
A0PFK7	GO:0007097	P
A0PFK7	GO:1903046	P
A0PFK7	GO:0051656	P
A0PFK7	GO:0048285	P
A0PFK7	GO:0051234	P
A0PFK7	GO:0051640	P
A0PFK7	GO:0099111	P
A0PFK7	GO:0140013	P
A0PFK7	GO:0051647	P
A0PFK7	GO:0051321	P
A0PFK7	GO:0030989	P
A0PFK7	GO:0019953	P
A0PFK7	GO:0000280	P
A0PFK7	GO:0007018	P
A0PFK7	GO:0022414	P
A0PFK7	GO:0007017	P
A1IGU5	GO:0016192	P
A1IGU5	GO:0072583	P
A1IGU5	GO:0051234	P
A1IGU5	GO:0008150	P
A1IGU5	GO:0009987	P
A1IGU5	GO:0098657	P
A1IGU5	GO:0006897	P
A1IGU5	GO:0006898	P
A1IGU5	GO:0006810	P
A1IGU5	GO:0051179	P
A1KZ92	GO:0110165	C
A1KZ92	GO:0005829	C
A1KZ92	GO:0005575	C
A1KZ92	GO:0005737	C
A1KZ92	GO:0005622	C
A2ADA5	GO:0043231	C
A2ADA5	GO:0005759	C
A2ADA5	GO:0110165	C
A2ADA5	GO:0043229	C
A2ADA5	GO:0005739	C
A2ADA5	GO:0043233	C
A2ADA5	GO:0005575	C
A2ADA5	GO:0070013	C
A2ADA5	GO:0043226	C
A2ADA5	GO:0005737	C
A2ADA5	GO:0043227	C
A2ADA5	GO:0005622	C
A2ADA5	GO:0031974	C
A2AG58	GO:0043231	C
A2AG58	GO:0110165	C
A2AG58	GO:0043229	C
A2AG58	GO:1990904	C
A2AG58	GO:0005575	C
A2AG58	GO:0043226	C
A2AG58	GO:0005634	C
A2AG58	GO:0043227	C
A2AG58	GO:0005681	C
A2AG58	GO:0140513	C
A2AG58	GO:0005622	C
A2AG58	GO:0032991	C
A2AG58	GO:0003677	F
A2AG58	GO:0003674	F
